Part_Number,Type,Heatsink,Voltage_IEC,Voltage_UL,EMI,Power_KW,Power_HP,Irated_IEC_A,Irated_UL_A,I_OC_A,I_OL_A,I_OC_%,I_OL_%,Rated_kHz,Max_kHz,Ctrl_Board,Pdf_Dim_File,Step_File_Download
33F6P59-3034,F6,water cooled / push-through mount,400V 3 phase,480V 3 phase,none,450,600,800,692,1200,1000,150,125,2,4,P5-3,F6-9_water_push.pdf,33F6P59-3034.stp
33F6P59-3B3E,F6,water cooled / panel mount (high perf),400V 3 phase,480V 3 phase,none,450,600,800,692,1200,1000,150,125,8,8,P5-3,F6-9_water_panel_high_perf.pdf,33F6P59-3B3E.stp
33F6P59-3B3G,F6,water cooled / push-through mount (high perf),400V 3 phase,480V 3 phase,none,450,600,800,692,1200,1000,150,125,8,8,P5-3,F6-9_water_push_high_perf.pdf,33F6P59-3B3G.stp
30F6P59-3B4E,F6,water cooled / panel mount (high perf),400V 3 phase,480V 3 phase,none,315,400,570,495,855,712.50,150,125,8,8,P5-4,F6-9_water_panel_high_perf.pdf,30F6P59-3B4E.stp
30F6P59-3B4G,F6,water cooled / push-through mount (high perf),400V 3 phase,480V 3 phase,none,315,400,570,495,855,712.50,150,125,8,8,P5-4,F6-9_water_push_high_perf.pdf,30F6P59-3B4G.stp
30F6P59-3C41,F6,air cooled / panel mount,400V 3 phase,480V 3 phase,none,315,400,570,495,769.50,655.50,135,115,6,8,P5-4,F6-9_air_panel.pdf,30F6P59-3C41.stp
31F6P59-3041,F6,air cooled / panel mount,400V 3 phase,480V 3 phase,none,355,450,630,545,945,787.50,150,125,2,4,P5-4,F6-9_air_panel.pdf,31F6P59-3041.stp
31F6P59-3042,F6,water cooled / panel mount,400V 3 phase,480V 3 phase,none,355,450,630,545,945,787.50,150,125,2,4,P5-4,F6-9_water_panel.pdf,31F6P59-3042.stp
31F6P59-3043,F6,air cooled / push-through mount,400V 3 phase,480V 3 phase,none,355,450,630,545,945,787.50,150,125,2,4,P5-4,F6-9_air_push.pdf,31F6P59-3043.stp
31F6P59-3044,F6,water cooled / push-through mount,400V 3 phase,480V 3 phase,none,355,450,630,545,945,787.50,150,125,2,4,P5-4,F6-9_water_push.pdf,31F6P59-3044.stp
31F6P59-3B4E,F6,water cooled / panel mount (high perf),400V 3 phase,480V 3 phase,none,355,450,630,545,945,787.50,150,125,8,8,P5-4,F6-9_water_panel_high_perf.pdf,31F6P59-3B4E.stp
31F6P59-3B4G,F6,water cooled / push-through mount (high perf),400V 3 phase,480V 3 phase,none,355,450,630,545,945,787.50,150,125,8,8,P5-4,F6-9_water_push_high_perf.pdf,31F6P59-3B4G.stp
31F6P59-3C41,F6,air cooled / panel mount,400V 3 phase,480V 3 phase,none,355,450,630,545,787.50,667.80,125,106,6,8,P5-4,F6-9_air_panel.pdf,31F6P59-3C41.stp
32F6P59-3041,F6,air cooled / panel mount,400V 3 phase,480V 3 phase,none,400,500,710,615,1065,887.50,150,125,2,4,P5-4,F6-9_air_panel.pdf,32F6P59-3041.stp
32F6P59-3042,F6,water cooled / panel mount,400V 3 phase,480V 3 phase,none,400,500,710,615,1065,887.50,150,125,2,4,P5-4,F6-9_water_panel.pdf,32F6P59-3042.stp
32F6P59-3043,F6,air cooled / push-through mount,400V 3 phase,480V 3 phase,none,400,500,710,615,1065,887.50,150,125,2,4,P5-4,F6-9_air_push.pdf,32F6P59-3043.stp
32F6P59-3044,F6,water cooled / push-through mount,400V 3 phase,480V 3 phase,none,400,500,710,615,1065,887.50,150,125,2,4,P5-4,F6-9_water_push.pdf,32F6P59-3044.stp
32F6P59-3B4E,F6,water cooled / panel mount (high perf),400V 3 phase,480V 3 phase,none,400,500,710,615,1065,887.50,150,125,8,8,P5-4,F6-9_water_panel_high_perf.pdf,32F6P59-3B4E.stp
32F6P59-3B4G,F6,water cooled / push-through mount (high perf),400V 3 phase,480V 3 phase,none,400,500,710,615,1065,887.50,150,125,8,8,P5-4,F6-9_water_push_high_perf.pdf,32F6P59-3B4G.stp
33F6P59-3042,F6,water cooled / panel mount,400V 3 phase,480V 3 phase,none,450,600,800,692,1200,1000,150,125,2,4,P5-4,F6-9_water_panel.pdf,33F6P59-3042.stp
33F6P59-3044,F6,water cooled / push-through mount,400V 3 phase,480V 3 phase,none,450,600,800,692,1200,1000,150,125,2,4,P5-4,F6-9_water_push.pdf,33F6P59-3044.stp
33F6P59-3B4E,F6,water cooled / panel mount (high perf),400V 3 phase,480V 3 phase,none,450,600,800,692,1200,1000,150,125,8,8,P5-4,F6-9_water_panel_high_perf.pdf,33F6P59-3B4E.stp
33F6P59-3B4G,F6,water cooled / push-through mount (high perf),400V 3 phase,480V 3 phase,none,450,600,800,692,1200,1000,150,125,8,8,P5-4,F6-9_water_push_high_perf.pdf,33F6P59-3B4G.stp
30F6P59-3B5E,F6,water cooled / panel mount (high perf),400V 3 phase,480V 3 phase,none,315,400,570,495,855,712.50,150,125,8,8,P5-5,F6-9_water_panel_high_perf.pdf,30F6P59-3B5E.stp
30F6P59-3B5G,F6,water cooled / push-through mount (high perf),400V 3 phase,480V 3 phase,none,315,400,570,495,855,712.50,150,125,8,8,P5-5,F6-9_water_push_high_perf.pdf,30F6P59-3B5G.stp
30F6P59-3C51,F6,air cooled / panel mount,400V 3 phase,480V 3 phase,none,315,400,570,495,769.50,655.50,135,115,6,8,P5-5,F6-9_air_panel.pdf,30F6P59-3C51.stp
31F6P59-3051,F6,air cooled / panel mount,400V 3 phase,480V 3 phase,none,355,450,630,545,945,787.50,150,125,2,4,P5-5,F6-9_air_panel.pdf,31F6P59-3051.stp
31F6P59-3052,F6,water cooled / panel mount,400V 3 phase,480V 3 phase,none,355,450,630,545,945,787.50,150,125,2,4,P5-5,F6-9_water_panel.pdf,31F6P59-3052.stp
31F6P59-3053,F6,air cooled / push-through mount,400V 3 phase,480V 3 phase,none,355,450,630,545,945,787.50,150,125,2,4,P5-5,F6-9_air_push.pdf,31F6P59-3053.stp
31F6P59-3054,F6,water cooled / push-through mount,400V 3 phase,480V 3 phase,none,355,450,630,545,945,787.50,150,125,2,4,P5-5,F6-9_water_push.pdf,31F6P59-3054.stp
31F6P59-3B5E,F6,water cooled / panel mount (high perf),400V 3 phase,480V 3 phase,none,355,450,570,495,855,712.50,150,125,8,8,P5-5,F6-9_water_panel_high_perf.pdf,31F6P59-3B5E.stp
31F6P59-3B5G,F6,water cooled / push-through mount (high perf),400V 3 phase,480V 3 phase,none,355,450,630,545,945,787.50,150,125,8,8,P5-5,F6-9_water_push_high_perf.pdf,31F6P59-3B5G.stp
31F6P59-3C51,F6,air cooled / panel mount,400V 3 phase,480V 3 phase,none,355,450,630,545,787.50,667.80,125,106,6,8,P5-5,F6-9_air_panel.pdf,31F6P59-3C51.stp
32F6P59-3051,F6,air cooled / panel mount,400V 3 phase,480V 3 phase,none,400,500,710,615,1065,887.50,150,125,2,4,P5-5,F6-9_air_panel.pdf,32F6P59-3051.stp
32F6P59-3052,F6,water cooled / panel mount,400V 3 phase,480V 3 phase,none,400,500,710,615,1065,887.50,150,125,2,4,P5-5,F6-9_water_panel.pdf,32F6P59-3052.stp
32F6P59-3053,F6,air cooled / push-through mount,400V 3 phase,480V 3 phase,none,400,500,710,615,1065,887.50,150,125,2,4,P5-5,F6-9_air_push.pdf,32F6P59-3053.stp
32F6P59-3054,F6,water cooled / push-through mount,400V 3 phase,480V 3 phase,none,400,500,710,615,1065,887.50,150,125,2,4,P5-5,F6-9_water_push.pdf,32F6P59-3054.stp
32F6P59-3B5E,F6,water cooled / panel mount (high perf),400V 3 phase,480V 3 phase,none,400,500,710,615,1065,887.50,150,125,8,8,P5-5,F6-9_water_panel_high_perf.pdf,32F6P59-3B5E.stp
32F6P59-3B5G,F6,water cooled / push-through mount (high perf),400V 3 phase,480V 3 phase,none,400,500,710,615,1065,887.50,150,125,8,8,P5-5,F6-9_water_push_high_perf.pdf,32F6P59-3B5G.stp
33F6P59-3052,F6,water cooled / panel mount,400V 3 phase,480V 3 phase,none,450,600,800,692,1200,1000,150,125,2,4,P5-5,F6-9_water_panel.pdf,33F6P59-3052.stp
33F6P59-3054,F6,water cooled / push-through mount,400V 3 phase,480V 3 phase,none,450,600,800,692,1200,1000,150,125,2,4,P5-5,F6-9_water_push.pdf,33F6P59-3054.stp
33F6P59-3B5E,F6,water cooled / panel mount (high perf),400V 3 phase,480V 3 phase,none,450,600,800,692,1200,1000,150,125,8,8,P5-5,F6-9_water_panel_high_perf.pdf,33F6P59-3B5E.stp
33F6P59-3B5G,F6,water cooled / push-through mount (high perf),400V 3 phase,480V 3 phase,none,450,600,800,692,1200,1000,150,125,8,8,P5-5,F6-9_water_push_high_perf.pdf,33F6P59-3B5G.stp
07S6A12-1100,S6,air cooled / book mount,400V 3 phase,480V 3 phase,integrated,0.75,1,2.60,2.10,7.80,5.20,300,200,8,16,A1,F6-2_air_ERROR.pdf,07S6A12-1100.stp
07S6A12-2100,S6,air cooled / book mount,400V 3 phase,480V 3 phase,none,0.75,1,2.60,2.10,7.80,5.20,300,200,8,16,A1,F6-2_air_ERROR.pdf,07S6A12-2100.stp
07S6A12-3100,S6,air cooled / book mount,230V 1 phase,230V 1 phase,integrated,0.75,1,4,4,9.60,6,240,150,8,16,A1,F6-2_air_ERROR.pdf,07S6A12-3100.stp
07S6A12-4100,S6,air cooled / book mount,230V 1 phase,230V 1 phase,none,0.75,1,4,4,9.60,6,240,150,8,16,A1,F6-2_air_ERROR.pdf,07S6A12-4100.stp
07S6A32-1100,S6,air cooled / book mount,400V 3 phase,480V 3 phase,integrated,0.75,1,2.60,2.10,7.80,5.20,300,200,8,16,A3,F6-2_air_ERROR.pdf,07S6A32-1100.stp
07S6A32-2100,S6,air cooled / book mount,400V 3 phase,480V 3 phase,none,0.75,1,2.60,2.10,7.80,5.20,300,200,8,16,A3,F6-2_air_ERROR.pdf,07S6A32-2100.stp
07S6A32-3100,S6,air cooled / book mount,230V 1 phase,230V 1 phase,integrated,0.75,1,4,4,9.60,6,240,150,8,16,A3,F6-2_air_ERROR.pdf,07S6A32-3100.stp
07S6A32-4100,S6,air cooled / book mount,230V 1 phase,230V 1 phase,none,0.75,1,4,4,9.60,6,240,150,8,16,A3,F6-2_air_ERROR.pdf,07S6A32-4100.stp
07S6K12-1100,S6,air cooled / book mount,400V 3 phase,480V 3 phase,integrated,0.75,1,2.60,2.10,7.80,5.20,300,200,8,16,K1-E,F6-2_air_ERROR.pdf,07S6K12-1100.stp
07S6K12-2100,S6,air cooled / book mount,400V 3 phase,480V 3 phase,none,0.75,1,2.60,2.10,7.80,5.20,300,200,8,16,K1-E,F6-2_air_ERROR.pdf,07S6K12-2100.stp
07S6K12-3100,S6,air cooled / book mount,230V 1 phase,230V 1 phase,integrated,0.75,1,4,4,9.60,6,240,150,8,16,K1-E,F6-2_air_ERROR.pdf,07S6K12-3100.stp
07S6K12-4100,S6,air cooled / book mount,230V 1 phase,230V 1 phase,none,0.75,1,4,4,9.60,6,240,150,8,16,K1-E,F6-2_air_ERROR.pdf,07S6K12-4100.stp
07S6P52-1300,S6,air cooled / book mount,400V 3 phase,480V 3 phase,integrated,0.75,1,2.60,2.10,7.80,5.20,300,200,8,16,P5-3,F6-2_air_ERROR.pdf,07S6P52-1300.stp
07S6P52-1400,S6,air cooled / book mount,400V 3 phase,480V 3 phase,integrated,0.75,1,2.60,2.10,7.80,5.20,300,200,8,16,P5-4,F6-2_air_ERROR.pdf,07S6P52-1400.stp
07S6P52-1500,S6,air cooled / book mount,400V 3 phase,480V 3 phase,integrated,0.75,1,2.60,2.10,7.80,5.20,300,200,8,16,P5-5,F6-2_air_ERROR.pdf,07S6P52-1500.stp
07S6P52-2300,S6,air cooled / book mount,400V 3 phase,480V 3 phase,none,0.75,1,2.60,2.10,7.80,5.20,300,200,8,16,P5-3,F6-2_air_ERROR.pdf,07S6P52-2300.stp
07S6P52-2400,S6,air cooled / book mount,400V 3 phase,480V 3 phase,none,0.75,1,2.60,2.10,7.80,5.20,300,200,8,16,P5-4,F6-2_air_ERROR.pdf,07S6P52-2400.stp
07S6P52-2500,S6,air cooled / book mount,400V 3 phase,480V 3 phase,none,0.75,1,2.60,2.10,7.80,5.20,300,200,8,16,P5-5,F6-2_air_ERROR.pdf,07S6P52-2500.stp
07S6P52-3300,S6,air cooled / book mount,230V 1 phase,230V 1 phase,integrated,0.75,1,4,4,9.60,6,240,150,8,16,P5-3,F6-2_air_ERROR.pdf,07S6P52-3300.stp
07S6P52-3400,S6,air cooled / book mount,230V 1 phase,230V 1 phase,integrated,0.75,1,4,4,9.60,6,240,150,8,16,P5-4,F6-2_air_ERROR.pdf,07S6P52-3400.stp
07S6P52-3500,S6,air cooled / book mount,230V 1 phase,230V 1 phase,integrated,0.75,1,4,4,9.60,6,240,150,8,16,P5-5,F6-2_air_ERROR.pdf,07S6P52-3500.stp
07S6P52-4300,S6,air cooled / book mount,230V 1 phase,230V 1 phase,none,0.75,1,4,4,9.60,6,240,150,8,16,P5-3,F6-2_air_ERROR.pdf,07S6P52-4300.stp
07S6P52-4400,S6,air cooled / book mount,230V 1 phase,230V 1 phase,none,0.75,1,4,4,9.60,6,240,150,8,16,P5-4,F6-2_air_ERROR.pdf,07S6P52-4400.stp
07S6P52-4500,S6,air cooled / book mount,230V 1 phase,230V 1 phase,none,0.75,1,4,4,9.60,6,240,150,8,16,P5-5,F6-2_air_ERROR.pdf,07S6P52-4500.stp
09S6A12-1100,S6,air cooled / book mount,400V 3 phase,480V 3 phase,integrated,1.5,2,4.10,3.40,12.30,8.20,300,200,8,16,A1,F6-2_air_ERROR.pdf,09S6A12-1100.stp
09S6A12-2100,S6,air cooled / book mount,400V 3 phase,480V 3 phase,none,1.5,2,4.10,3.40,12.30,8.20,300,200,8,16,A1,F6-2_air_ERROR.pdf,09S6A12-2100.stp
09S6A12-3100,S6,air cooled / book mount,230V 1 phase,230V 1 phase,integrated,1.5,2,7,7,16.80,10.50,240,150,8,16,A1,F6-2_air_ERROR.pdf,09S6A12-3100.stp
09S6A12-4100,S6,air cooled / book mount,230V 1 phase,230V 1 phase,none,1.5,2,7,7,16.80,10.50,240,150,8,16,A1,F6-2_air_ERROR.pdf,09S6A12-4100.stp
09S6A32-1100,S6,air cooled / book mount,400V 3 phase,480V 3 phase,integrated,1.5,2,4.10,3.40,12.30,8.20,300,200,8,16,A3,F6-2_air_ERROR.pdf,09S6A32-1100.stp
09S6A32-2100,S6,air cooled / book mount,400V 3 phase,480V 3 phase,none,1.5,2,4.10,3.40,12.30,8.20,300,200,8,16,A3,F6-2_air_ERROR.pdf,09S6A32-2100.stp
09S6A32-3100,S6,air cooled / book mount,230V 1 phase,230V 1 phase,integrated,1.5,2,7,7,16.80,10.50,240,150,8,16,A3,F6-2_air_ERROR.pdf,09S6A32-3100.stp
09S6A32-4100,S6,air cooled / book mount,230V 1 phase,230V 1 phase,none,1.5,2,7,7,16.80,10.50,240,150,8,16,A3,F6-2_air_ERROR.pdf,09S6A32-4100.stp
09S6K12-1100,S6,air cooled / book mount,400V 3 phase,480V 3 phase,integrated,1.5,2,4.10,3.40,12.30,8.20,300,200,8,16,K1-E,F6-2_air_ERROR.pdf,09S6K12-1100.stp
09S6K12-2100,S6,air cooled / book mount,400V 3 phase,480V 3 phase,none,1.5,2,4.10,3.40,12.30,8.20,300,200,8,16,K1-E,F6-2_air_ERROR.pdf,09S6K12-2100.stp
09S6K12-3100,S6,air cooled / book mount,230V 1 phase,230V 1 phase,integrated,1.5,2,7,7,16.80,10.50,240,150,8,16,K1-E,F6-2_air_ERROR.pdf,09S6K12-3100.stp
09S6K12-4100,S6,air cooled / book mount,230V 1 phase,230V 1 phase,none,1.5,2,7,7,16.80,10.50,240,150,8,16,K1-E,F6-2_air_ERROR.pdf,09S6K12-4100.stp
09S6P52-1300,S6,air cooled / book mount,400V 3 phase,480V 3 phase,integrated,1.5,2,4.10,3.40,12.30,8.20,300,200,8,16,P5-3,F6-2_air_ERROR.pdf,09S6P52-1300.stp
09S6P52-1400,S6,air cooled / book mount,400V 3 phase,480V 3 phase,integrated,1.5,2,4.10,3.40,12.30,8.20,300,200,8,16,P5-4,F6-2_air_ERROR.pdf,09S6P52-1400.stp
09S6P52-1500,S6,air cooled / book mount,400V 3 phase,480V 3 phase,integrated,1.5,2,4.10,3.40,12.30,8.20,300,200,8,16,P5-5,F6-2_air_ERROR.pdf,09S6P52-1500.stp
09S6P52-2300,S6,air cooled / book mount,400V 3 phase,480V 3 phase,none,1.5,2,4.10,3.40,12.30,8.20,300,200,8,16,P5-3,F6-2_air_ERROR.pdf,09S6P52-2300.stp
09S6P52-2400,S6,air cooled / book mount,400V 3 phase,480V 3 phase,none,1.5,2,4.10,3.40,12.30,8.20,300,200,8,16,P5-4,F6-2_air_ERROR.pdf,09S6P52-2400.stp
09S6P52-2500,S6,air cooled / book mount,400V 3 phase,480V 3 phase,none,1.5,2,4.10,3.40,12.30,8.20,300,200,8,16,P5-5,F6-2_air_ERROR.pdf,09S6P52-2500.stp
09S6P52-3300,S6,air cooled / book mount,230V 1 phase,230V 1 phase,integrated,1.5,2,7,7,16.80,10.50,240,150,8,16,P5-3,F6-2_air_ERROR.pdf,09S6P52-3300.stp
09S6P52-3400,S6,air cooled / book mount,230V 1 phase,230V 1 phase,integrated,1.5,2,7,7,16.80,10.50,240,150,8,16,P5-4,F6-2_air_ERROR.pdf,09S6P52-3400.stp
09S6P52-3500,S6,air cooled / book mount,230V 1 phase,230V 1 phase,integrated,1.5,2,7,7,16.80,10.50,240,150,8,16,P5-5,F6-2_air_ERROR.pdf,09S6P52-3500.stp
09S6P52-4300,S6,air cooled / book mount,230V 1 phase,230V 1 phase,none,1.5,2,7,7,16.80,10.50,240,150,8,16,P5-3,F6-2_air_ERROR.pdf,09S6P52-4300.stp
09S6P52-4400,S6,air cooled / book mount,230V 1 phase,230V 1 phase,none,1.5,2,7,7,16.80,10.50,240,150,8,16,P5-4,F6-2_air_ERROR.pdf,09S6P52-4400.stp
09S6P52-4500,S6,air cooled / book mount,230V 1 phase,230V 1 phase,none,1.5,2,7,7,16.80,10.50,240,150,8,16,P5-5,F6-2_air_ERROR.pdf,09S6P52-4500.stp
10S6A12-1100,S6,air cooled / book mount,400V 3 phase,480V 3 phase,integrated,2.2,3,5.80,4.80,17.40,11.60,300,200,8,16,A1,F6-2_air_ERROR.pdf,10S6A12-1100.stp
10S6A12-2100,S6,air cooled / book mount,400V 3 phase,480V 3 phase,none,2.2,3,5.80,4.80,17.40,11.60,300,200,8,16,A1,F6-2_air_ERROR.pdf,10S6A12-2100.stp
10S6A32-1100,S6,air cooled / book mount,400V 3 phase,480V 3 phase,integrated,2.2,3,5.80,4.80,17.40,11.60,300,200,8,16,A3,F6-2_air_ERROR.pdf,10S6A32-1100.stp
10S6A32-2100,S6,air cooled / book mount,400V 3 phase,480V 3 phase,none,2.2,3,5.80,4.80,17.40,11.60,300,200,8,16,A3,F6-2_air_ERROR.pdf,10S6A32-2100.stp
10S6K12-1100,S6,air cooled / book mount,400V 3 phase,480V 3 phase,integrated,2.2,3,5.80,4.80,17.40,11.60,300,200,8,16,K1-E,F6-2_air_ERROR.pdf,10S6K12-1100.stp
10S6K12-2100,S6,air cooled / book mount,400V 3 phase,480V 3 phase,none,2.2,3,5.80,4.80,17.40,11.60,300,200,8,16,K1-E,F6-2_air_ERROR.pdf,10S6K12-2100.stp
10S6P52-1300,S6,air cooled / book mount,400V 3 phase,480V 3 phase,integrated,2.2,3,5.80,4.80,17.40,11.60,300,200,8,16,P5-3,F6-2_air_ERROR.pdf,10S6P52-1300.stp
10S6P52-1400,S6,air cooled / book mount,400V 3 phase,480V 3 phase,integrated,2.2,3,5.80,4.80,17.40,11.60,300,200,8,16,P5-4,F6-2_air_ERROR.pdf,10S6P52-1400.stp
10S6P52-1500,S6,air cooled / book mount,400V 3 phase,480V 3 phase,integrated,2.2,3,5.80,4.80,17.40,11.60,300,200,8,16,P5-5,F6-2_air_ERROR.pdf,10S6P52-1500.stp
10S6P52-2300,S6,air cooled / book mount,400V 3 phase,480V 3 phase,none,2.2,3,5.80,4.80,17.40,11.60,300,200,8,16,P5-3,F6-2_air_ERROR.pdf,10S6P52-2300.stp
10S6P52-2400,S6,air cooled / book mount,400V 3 phase,480V 3 phase,none,2.2,3,5.80,4.80,17.40,11.60,300,200,8,16,P5-4,F6-2_air_ERROR.pdf,10S6P52-2400.stp
10S6P52-2500,S6,air cooled / book mount,400V 3 phase,480V 3 phase,none,2.2,3,5.80,4.80,17.40,11.60,300,200,8,16,P5-5,F6-2_air_ERROR.pdf,10S6P52-2500.stp
12S6A14-1100,S6,air cooled / book mount,400V 3 phase,480V 3 phase,integrated,4,5,9.50,7.60,28.50,19,300,200,8,16,A1,F6-4_air_ERROR.pdf,12S6A14-1100.stp
12S6A14-2100,S6,air cooled / book mount,400V 3 phase,480V 3 phase,none,4,5,9.50,7.60,28.50,19,300,200,8,16,A1,F6-4_air_ERROR.pdf,12S6A14-2100.stp
12S6A34-1100,S6,air cooled / book mount,400V 3 phase,480V 3 phase,integrated,4,5,9.50,7.60,28.50,19,300,200,8,16,A3,F6-4_air_ERROR.pdf,12S6A34-1100.stp
12S6A34-2100,S6,air cooled / book mount,400V 3 phase,480V 3 phase,none,4,5,9.50,7.60,28.50,19,300,200,8,16,A3,F6-4_air_ERROR.pdf,12S6A34-2100.stp
12S6K14-1100,S6,air cooled / book mount,400V 3 phase,480V 3 phase,integrated,4,5,9.50,7.60,28.50,19,300,200,8,16,K1-E,F6-4_air_ERROR.pdf,12S6K14-1100.stp
12S6K14-2100,S6,air cooled / book mount,400V 3 phase,480V 3 phase,none,4,5,9.50,7.60,28.50,19,300,200,8,16,K1-E,F6-4_air_ERROR.pdf,12S6K14-2100.stp
12S6P54-1300,S6,air cooled / book mount,400V 3 phase,480V 3 phase,integrated,4,5,9.50,7.60,28.50,19,300,200,8,16,P5-3,F6-4_air_ERROR.pdf,12S6P54-1300.stp
12S6P54-1400,S6,air cooled / book mount,400V 3 phase,480V 3 phase,integrated,4,5,9.50,7.60,28.50,19,300,200,8,16,P5-4,F6-4_air_ERROR.pdf,12S6P54-1400.stp
12S6P54-1500,S6,air cooled / book mount,400V 3 phase,480V 3 phase,integrated,4,5,9.50,7.60,28.50,19,300,200,8,16,P5-5,F6-4_air_ERROR.pdf,12S6P54-1500.stp
12S6P54-2300,S6,air cooled / book mount,400V 3 phase,480V 3 phase,none,4,5,9.50,7.60,28.50,19,300,200,8,16,P5-3,F6-4_air_ERROR.pdf,12S6P54-2300.stp
12S6P54-2400,S6,air cooled / book mount,400V 3 phase,480V 3 phase,none,4,5,9.50,7.60,28.50,19,300,200,8,16,P5-4,F6-4_air_ERROR.pdf,12S6P54-2400.stp
12S6P54-2500,S6,air cooled / book mount,400V 3 phase,480V 3 phase,none,4,5,9.50,7.60,28.50,19,300,200,8,16,P5-5,F6-4_air_ERROR.pdf,12S6P54-2500.stp
13S6A14-1100,S6,air cooled / book mount,400V 3 phase,480V 3 phase,integrated,5.5,7.5,12,11,36,24,300,200,8,16,A1,F6-4_air_ERROR.pdf,13S6A14-1100.stp
13S6A14-2100,S6,air cooled / book mount,400V 3 phase,480V 3 phase,none,5.5,7.5,12,11,36,24,300,200,8,16,A1,F6-4_air_ERROR.pdf,13S6A14-2100.stp
13S6A34-1100,S6,air cooled / book mount,400V 3 phase,480V 3 phase,integrated,5.5,7.5,12,11,36,24,300,200,8,16,A3,F6-4_air_ERROR.pdf,13S6A34-1100.stp
13S6A34-2100,S6,air cooled / book mount,400V 3 phase,480V 3 phase,none,5.5,7.5,12,11,36,24,300,200,8,16,A3,F6-4_air_ERROR.pdf,13S6A34-2100.stp
13S6K14-1100,S6,air cooled / book mount,400V 3 phase,480V 3 phase,integrated,5.5,7.5,12,11,36,24,300,200,8,16,K1-E,F6-4_air_ERROR.pdf,13S6K14-1100.stp
13S6K14-2100,S6,air cooled / book mount,400V 3 phase,480V 3 phase,none,5.5,7.5,12,11,36,24,300,200,8,16,K1-E,F6-4_air_ERROR.pdf,13S6K14-2100.stp
13S6P54-1300,S6,air cooled / book mount,400V 3 phase,480V 3 phase,integrated,5.5,7.5,12,11,36,24,300,200,8,16,P5-3,F6-4_air_ERROR.pdf,13S6P54-1300.stp
13S6P54-1400,S6,air cooled / book mount,400V 3 phase,480V 3 phase,integrated,5.5,7.5,12,11,36,24,300,200,8,16,P5-4,F6-4_air_ERROR.pdf,13S6P54-1400.stp
13S6P54-1500,S6,air cooled / book mount,400V 3 phase,480V 3 phase,integrated,5.5,7.5,12,11,36,24,300,200,8,16,P5-5,F6-4_air_ERROR.pdf,13S6P54-1500.stp
13S6P54-2300,S6,air cooled / book mount,400V 3 phase,480V 3 phase,none,5.5,7.5,12,11,36,24,300,200,8,16,P5-3,F6-4_air_ERROR.pdf,13S6P54-2300.stp
13S6P54-2400,S6,air cooled / book mount,400V 3 phase,480V 3 phase,none,5.5,7.5,12,11,36,24,300,200,8,16,P5-4,F6-4_air_ERROR.pdf,13S6P54-2400.stp
13S6P54-2500,S6,air cooled / book mount,400V 3 phase,480V 3 phase,none,5.5,7.5,12,11,36,24,300,200,8,16,P5-5,F6-4_air_ERROR.pdf,13S6P54-2500.stp
14S6A14-2100,S6,air cooled / book mount,400V 3 phase,480V 3 phase,none,7.5,10,16.50,14,35.64,24.75,216,150,4,16,A1,F6-4_air_ERROR.pdf,14S6A14-2100.stp
14S6A34-2100,S6,air cooled / book mount,400V 3 phase,480V 3 phase,none,7.5,10,16.50,14,35.64,24.75,216,150,4,16,A3,F6-4_air_ERROR.pdf,14S6A34-2100.stp
14S6K14-2100,S6,air cooled / book mount,400V 3 phase,480V 3 phase,none,7.5,10,16.50,14,35.64,24.75,216,150,4,16,K1-E,F6-4_air_ERROR.pdf,14S6K14-2100.stp
14S6P54-2300,S6,air cooled / book mount,400V 3 phase,480V 3 phase,none,7.5,10,16.50,14,35.64,24.75,216,150,4,16,P5-3,F6-4_air_ERROR.pdf,14S6P54-2300.stp
14S6P54-2400,S6,air cooled / book mount,400V 3 phase,480V 3 phase,none,7.5,10,16.50,14,35.64,24.75,216,150,4,16,P5-4,F6-4_air_ERROR.pdf,14S6P54-2400.stp
14S6P54-2500,S6,air cooled / book mount,400V 3 phase,480V 3 phase,none,7.5,10,16.50,14,35.64,24.75,216,150,4,16,P5-5,F6-4_air_ERROR.pdf,14S6P54-2500.stp
