Part Number,Type,Size,Housing,Cooling,Mounting,SubResistors,Voltage,EMI,GTR7,Power_KVA,Power_KW,Power_HP,Irated_IEC_Amps,Irated_UL_Amps,I_OL_Amps,I_OC_Amps,OL2_2kHz_A,OL2_4kHz_A,OL2_8kHz_A,OL2_12kHz_A,OL2_16kHz_A,I_OC_%,I_OL_%,OL2_2kHz_%,OL2_4kHz_%,OL2_8kHz_%,OL2_12kHz_%,OL2_16kHz_%,Rated_kHz,Max_kHz,BaseBlockTime_ms
20F6K16-1521,F6,20,6,air,panel,none,230V 3ph,none,std,58,37,50,145,145,217.5,261,179.8,164.285,135.285,116,88.885,180,150,124.00,113.30,93.30,80.00,61.30,4,16,3000
20F6K16-1523,F6,20,6,air,push-through,none,230V 3ph,none,std,58,37,50,145,145,217.5,261,179.8,164.285,135.285,116,88.885,180,150,124.00,113.30,93.30,80.00,61.30,4,16,3000
20F6P56-1541,F6,20,6,air,panel,none,230V 3ph,none,std,58,37,50,145,145,217.5,261,179.8,164.285,135.285,116,88.885,180,150,124.00,113.30,93.30,80.00,61.30,4,16,3000
20F6P56-1543,F6,20,6,air,push-through,none,230V 3ph,none,std,58,37,50,145,145,217.5,261,179.8,164.285,135.285,116,88.885,180,150,124.00,113.30,93.30,80.00,61.30,4,16,3000
20F6P56-1551,F6,20,6,air,panel,none,230V 3ph,none,std,58,37,50,145,145,217.5,261,179.8,164.285,135.285,116,88.885,180,150,124.00,113.30,93.30,80.00,61.30,4,16,3000
20F6P56-1553,F6,20,6,air,push-through,none,230V 3ph,none,std,58,37,50,145,145,217.5,261,179.8,164.285,135.285,116,88.885,180,150,124.00,113.30,93.30,80.00,61.30,4,16,3000
20F6P56-2541,F6,20,6,air,panel,none,230V 3ph,none,none,58,37,50,145,145,217.5,261,179.8,164.285,135.285,116,88.885,180,150,124.00,113.30,93.30,80.00,61.30,4,16,3000
20F6P56-2543,F6,20,6,air,push-through,none,230V 3ph,none,none,58,37,50,145,145,217.5,261,179.8,164.285,135.285,116,88.885,180,150,124.00,113.30,93.30,80.00,61.30,4,16,3000
20F6P56-2551,F6,20,6,air,panel,none,230V 3ph,none,none,58,37,50,145,145,217.5,261,179.8,164.285,135.285,116,88.885,180,150,124.00,113.30,93.30,80.00,61.30,4,16,3000
20F6P56-2553,F6,20,6,air,push-through,none,230V 3ph,none,none,58,37,50,145,145,217.5,261,179.8,164.285,135.285,116,88.885,180,150,124.00,113.30,93.30,80.00,61.30,4,16,3000
21F6A16-1411,F6,21,6,air,panel,none,230V 3ph,none,std,70,45,60,175,175,262.5,315,304.5,269.5,211.1725,154,112,180,150,174.00,154.00,120.67,88.00,64.00,2,16,3000
21F6A16-1413,F6,21,6,air,push-through,none,230V 3ph,none,std,70,45,60,175,175,262.5,315,304.5,269.5,211.1725,154,112,180,150,174.00,154.00,120.67,88.00,64.00,2,16,3000
21F6A16-2411,F6,21,6,air,panel,none,230V 3ph,none,none,70,45,60,175,175,262.5,315,304.5,269.5,211.1725,154,112,180,150,174.00,154.00,120.67,88.00,64.00,2,16,3000
21F6A16-2413,F6,21,6,air,push-through,none,230V 3ph,none,none,70,45,60,175,175,262.5,315,304.5,269.5,211.1725,154,112,180,150,174.00,154.00,120.67,88.00,64.00,2,16,3000
21F6A16-3611,F6,21,6,air,panel,none,400V 3ph,none,std,62,45,60,90,77,135,162,138.6,108.54,72,46.8,29.97,180,150,154.00,120.60,80.00,52.00,33.30,8,16,3000
21F6A16-3612,F6,21,6,water,panel,none,400V 3ph,none,std,62,45,60,90,77,135,162,138.6,108.54,72,46.8,29.97,180,150,154.00,120.60,80.00,52.00,33.30,8,16,3000
21F6A16-3613,F6,21,6,air,push-through,none,400V 3ph,none,std,62,45,60,90,77,135,162,138.6,108.54,72,46.8,29.97,180,150,154.00,120.60,80.00,52.00,33.30,8,16,3000
21F6A16-3614,F6,21,6,water,push-through,none,400V 3ph,none,std,62,45,60,90,77,135,162,138.6,108.54,72,46.8,29.97,180,150,154.00,120.60,80.00,52.00,33.30,8,16,3000
21F6A16-3616,F6,21,6,water,push-through,integrated,400V 3ph,none,std,62,45,60,90,77,135,162,138.6,108.54,72,46.8,29.97,180,150,154.00,120.60,80.00,52.00,33.30,8,16,3000
21F6A16-3617,F6,21,6,oil,push-through,none,400V 3ph,none,std,62,45,60,90,77,135,162,138.6,108.54,72,46.8,29.97,180,150,154.00,120.60,80.00,52.00,33.30,8,16,3000
21F6A16-3619,F6,21,6,water,panel,integrated,400V 3ph,none,std,62,45,60,90,77,135,162,138.6,108.54,72,46.8,29.97,180,150,154.00,120.60,80.00,52.00,33.30,8,16,3000
21F6A16-4611,F6,21,6,air,panel,none,400V 3ph,none,none,62,45,60,90,77,135,162,138.6,108.54,72,46.8,29.97,180,150,154.00,120.60,80.00,52.00,33.30,8,16,3000
21F6A16-4612,F6,21,6,water,panel,none,400V 3ph,none,none,62,45,60,90,77,135,162,138.6,108.54,72,46.8,29.97,180,150,154.00,120.60,80.00,52.00,33.30,8,16,3000
21F6A16-4613,F6,21,6,air,push-through,none,400V 3ph,none,none,62,45,60,90,77,135,162,138.6,108.54,72,46.8,29.97,180,150,154.00,120.60,80.00,52.00,33.30,8,16,3000
21F6A16-4614,F6,21,6,water,push-through,none,400V 3ph,none,none,62,45,60,90,77,135,162,138.6,108.54,72,46.8,29.97,180,150,154.00,120.60,80.00,52.00,33.30,8,16,3000
21F6A16-A611,F6,21,6,air,panel,none,400V 3ph,none,std,62,45,60,90,77,135,162,138.6,108.54,72,46.8,29.97,180,150,154.00,120.60,80.00,52.00,33.30,8,16,3000
21F6A16-A612,F6,21,6,water,panel,none,400V 3ph,none,std,62,45,60,90,77,135,162,138.6,108.54,72,46.8,29.97,180,150,154.00,120.60,80.00,52.00,33.30,8,16,3000
21F6A16-A613,F6,21,6,air,push-through,none,400V 3ph,none,std,62,45,60,90,77,135,162,138.6,108.54,72,46.8,29.97,180,150,154.00,120.60,80.00,52.00,33.30,8,16,3000
21F6A16-A614,F6,21,6,water,push-through,none,400V 3ph,none,std,62,45,60,90,77,135,162,138.6,108.54,72,46.8,29.97,180,150,154.00,120.60,80.00,52.00,33.30,8,16,3000
21F6A16-A616,F6,21,6,water,push-through,integrated,400V 3ph,none,std,62,45,60,90,77,135,162,138.6,108.54,72,46.8,29.97,180,150,154.00,120.60,80.00,52.00,33.30,8,16,3000
21F6A16-A619,F6,21,6,water,panel,integrated,400V 3ph,none,std,62,45,60,90,77,135,162,138.6,108.54,72,46.8,29.97,180,150,154.00,120.60,80.00,52.00,33.30,8,16,3000
21F6A16-B611,F6,21,6,air,panel,none,400V 3ph,none,none,62,45,60,90,77,135,162,138.6,108.54,72,46.8,29.97,180,150,154.00,120.60,80.00,52.00,33.30,8,16,3000
21F6A16-B612,F6,21,6,water,panel,none,400V 3ph,none,none,62,45,60,90,77,135,162,138.6,108.54,72,46.8,29.97,180,150,154.00,120.60,80.00,52.00,33.30,8,16,3000
21F6A16-B613,F6,21,6,air,push-through,none,400V 3ph,none,none,62,45,60,90,77,135,162,138.6,108.54,72,46.8,29.97,180,150,154.00,120.60,80.00,52.00,33.30,8,16,3000
21F6A16-B614,F6,21,6,water,push-through,none,400V 3ph,none,none,62,45,60,90,77,135,162,138.6,108.54,72,46.8,29.97,180,150,154.00,120.60,80.00,52.00,33.30,8,16,3000
21F6A36-1411,F6,21,6,air,panel,none,230V 3ph,none,std,70,45,60,175,175,262.5,315,304.5,269.5,211.1725,154,112,180,150,174.00,154.00,120.67,88.00,64.00,2,16,3000
21F6A36-1413,F6,21,6,air,push-through,none,230V 3ph,none,std,70,45,60,175,175,262.5,315,304.5,269.5,211.1725,154,112,180,150,174.00,154.00,120.67,88.00,64.00,2,16,3000
21F6A36-2411,F6,21,6,air,panel,none,230V 3ph,none,none,70,45,60,175,175,262.5,315,304.5,269.5,211.1725,154,112,180,150,174.00,154.00,120.67,88.00,64.00,2,16,3000
21F6A36-2413,F6,21,6,air,push-through,none,230V 3ph,none,none,70,45,60,175,175,262.5,315,304.5,269.5,211.1725,154,112,180,150,174.00,154.00,120.67,88.00,64.00,2,16,3000
21F6A36-3611,F6,21,6,air,panel,none,400V 3ph,none,std,62,45,60,90,77,135,162,138.6,108.54,72,46.8,29.97,180,150,154.00,120.60,80.00,52.00,33.30,8,16,3000
21F6A36-3612,F6,21,6,water,panel,none,400V 3ph,none,std,62,45,60,90,77,135,162,138.6,108.54,72,46.8,29.97,180,150,154.00,120.60,80.00,52.00,33.30,8,16,3000
21F6A36-3613,F6,21,6,air,push-through,none,400V 3ph,none,std,62,45,60,90,77,135,162,138.6,108.54,72,46.8,29.97,180,150,154.00,120.60,80.00,52.00,33.30,8,16,3000
21F6A36-3614,F6,21,6,water,push-through,none,400V 3ph,none,std,62,45,60,90,77,135,162,138.6,108.54,72,46.8,29.97,180,150,154.00,120.60,80.00,52.00,33.30,8,16,3000
21F6A36-3616,F6,21,6,water,push-through,integrated,400V 3ph,none,std,62,45,60,90,77,135,162,138.6,108.54,72,46.8,29.97,180,150,154.00,120.60,80.00,52.00,33.30,8,16,3000
21F6A36-3617,F6,21,6,oil,push-through,none,400V 3ph,none,std,62,45,60,90,77,135,162,138.6,108.54,72,46.8,29.97,180,150,154.00,120.60,80.00,52.00,33.30,8,16,3000
21F6A36-3619,F6,21,6,water,panel,integrated,400V 3ph,none,std,62,45,60,90,77,135,162,138.6,108.54,72,46.8,29.97,180,150,154.00,120.60,80.00,52.00,33.30,8,16,3000
21F6A36-4611,F6,21,6,air,panel,none,400V 3ph,none,none,62,45,60,90,77,135,162,138.6,108.54,72,46.8,29.97,180,150,154.00,120.60,80.00,52.00,33.30,8,16,3000
21F6A36-4612,F6,21,6,water,panel,none,400V 3ph,none,none,62,45,60,90,77,135,162,138.6,108.54,72,46.8,29.97,180,150,154.00,120.60,80.00,52.00,33.30,8,16,3000
21F6A36-4613,F6,21,6,air,push-through,none,400V 3ph,none,none,62,45,60,90,77,135,162,138.6,108.54,72,46.8,29.97,180,150,154.00,120.60,80.00,52.00,33.30,8,16,3000
21F6A36-4614,F6,21,6,water,push-through,none,400V 3ph,none,none,62,45,60,90,77,135,162,138.6,108.54,72,46.8,29.97,180,150,154.00,120.60,80.00,52.00,33.30,8,16,3000
21F6A36-A611,F6,21,6,air,panel,none,400V 3ph,none,std,62,45,60,90,77,135,162,138.6,108.54,72,46.8,29.97,180,150,154.00,120.60,80.00,52.00,33.30,8,16,3000
21F6A36-A612,F6,21,6,water,panel,none,400V 3ph,none,std,62,45,60,90,77,135,162,138.6,108.54,72,46.8,29.97,180,150,154.00,120.60,80.00,52.00,33.30,8,16,3000
21F6A36-A613,F6,21,6,air,push-through,none,400V 3ph,none,std,62,45,60,90,77,135,162,138.6,108.54,72,46.8,29.97,180,150,154.00,120.60,80.00,52.00,33.30,8,16,3000
21F6A36-A614,F6,21,6,water,push-through,none,400V 3ph,none,std,62,45,60,90,77,135,162,138.6,108.54,72,46.8,29.97,180,150,154.00,120.60,80.00,52.00,33.30,8,16,3000
21F6A36-A616,F6,21,6,water,push-through,integrated,400V 3ph,none,std,62,45,60,90,77,135,162,138.6,108.54,72,46.8,29.97,180,150,154.00,120.60,80.00,52.00,33.30,8,16,3000
21F6A36-A619,F6,21,6,water,panel,integrated,400V 3ph,none,std,62,45,60,90,77,135,162,138.6,108.54,72,46.8,29.97,180,150,154.00,120.60,80.00,52.00,33.30,8,16,3000
21F6A36-B611,F6,21,6,air,panel,none,400V 3ph,none,none,62,45,60,90,77,135,162,138.6,108.54,72,46.8,29.97,180,150,154.00,120.60,80.00,52.00,33.30,8,16,3000
21F6A36-B612,F6,21,6,water,panel,none,400V 3ph,none,none,62,45,60,90,77,135,162,138.6,108.54,72,46.8,29.97,180,150,154.00,120.60,80.00,52.00,33.30,8,16,3000
21F6A36-B613,F6,21,6,air,push-through,none,400V 3ph,none,none,62,45,60,90,77,135,162,138.6,108.54,72,46.8,29.97,180,150,154.00,120.60,80.00,52.00,33.30,8,16,3000
21F6A36-B614,F6,21,6,water,push-through,none,400V 3ph,none,none,62,45,60,90,77,135,162,138.6,108.54,72,46.8,29.97,180,150,154.00,120.60,80.00,52.00,33.30,8,16,3000
21F6K16-1411,F6,21,6,air,panel,none,230V 3ph,none,std,70,45,60,175,175,262.5,315,304.5,269.5,211.1725,154,112,180,150,174.00,154.00,120.67,88.00,64.00,2,16,3000
21F6K16-1413,F6,21,6,air,push-through,none,230V 3ph,none,std,70,45,60,175,175,262.5,315,304.5,269.5,211.1725,154,112,180,150,174.00,154.00,120.67,88.00,64.00,2,16,3000
21F6K16-1421,F6,21,6,air,panel,none,230V 3ph,none,std,70,45,60,175,175,262.5,315,304.5,269.5,211.1725,154,112,180,150,174.00,154.00,120.67,88.00,64.00,2,16,3000
21F6K16-1423,F6,21,6,air,push-through,none,230V 3ph,none,std,70,45,60,175,175,262.5,315,304.5,269.5,211.1725,154,112,180,150,174.00,154.00,120.67,88.00,64.00,2,16,3000
21F6K16-2411,F6,21,6,air,panel,none,230V 3ph,none,none,70,45,60,175,175,262.5,315,304.5,269.5,211.1725,154,112,180,150,174.00,154.00,120.67,88.00,64.00,2,16,3000
21F6K16-2413,F6,21,6,air,push-through,none,230V 3ph,none,none,70,45,60,175,175,262.5,315,304.5,269.5,211.1725,154,112,180,150,174.00,154.00,120.67,88.00,64.00,2,16,3000
21F6K16-2421,F6,21,6,air,panel,none,230V 3ph,none,none,70,45,60,175,175,262.5,315,304.5,269.5,211.1725,154,112,180,150,174.00,154.00,120.67,88.00,64.00,2,16,3000
21F6K16-2423,F6,21,6,air,push-through,none,230V 3ph,none,none,70,45,60,175,175,262.5,315,304.5,269.5,211.1725,154,112,180,150,174.00,154.00,120.67,88.00,64.00,2,16,3000
21F6K16-3611,F6,21,6,air,panel,none,400V 3ph,none,std,62,45,60,90,77,135,162,138.6,108.54,72,46.8,29.97,180,150,154.00,120.60,80.00,52.00,33.30,8,16,3000
21F6K16-3612,F6,21,6,water,panel,none,400V 3ph,none,std,62,45,60,90,77,135,162,138.6,108.54,72,46.8,29.97,180,150,154.00,120.60,80.00,52.00,33.30,8,16,3000
21F6K16-3613,F6,21,6,air,push-through,none,400V 3ph,none,std,62,45,60,90,77,135,162,138.6,108.54,72,46.8,29.97,180,150,154.00,120.60,80.00,52.00,33.30,8,16,3000
21F6K16-3614,F6,21,6,water,push-through,none,400V 3ph,none,std,62,45,60,90,77,135,162,138.6,108.54,72,46.8,29.97,180,150,154.00,120.60,80.00,52.00,33.30,8,16,3000
21F6K16-3616,F6,21,6,water,push-through,integrated,400V 3ph,none,std,62,45,60,90,77,135,162,138.6,108.54,72,46.8,29.97,180,150,154.00,120.60,80.00,52.00,33.30,8,16,3000
21F6K16-3617,F6,21,6,oil,push-through,none,400V 3ph,none,std,62,45,60,90,77,135,162,138.6,108.54,72,46.8,29.97,180,150,154.00,120.60,80.00,52.00,33.30,8,16,3000
21F6K16-3619,F6,21,6,water,panel,integrated,400V 3ph,none,std,62,45,60,90,77,135,162,138.6,108.54,72,46.8,29.97,180,150,154.00,120.60,80.00,52.00,33.30,8,16,3000
21F6K16-3621,F6,21,6,air,panel,none,400V 3ph,none,std,62,45,60,90,77,135,162,138.6,108.54,72,46.8,29.97,180,150,154.00,120.60,80.00,52.00,33.30,8,16,3000
21F6K16-3622,F6,21,6,water,panel,none,400V 3ph,none,std,62,45,60,90,77,135,162,138.6,108.54,72,46.8,29.97,180,150,154.00,120.60,80.00,52.00,33.30,8,16,3000
21F6K16-3623,F6,21,6,air,push-through,none,400V 3ph,none,std,62,45,60,90,77,135,162,138.6,108.54,72,46.8,29.97,180,150,154.00,120.60,80.00,52.00,33.30,8,16,3000
21F6K16-3624,F6,21,6,water,push-through,none,400V 3ph,none,std,62,45,60,90,77,135,162,138.6,108.54,72,46.8,29.97,180,150,154.00,120.60,80.00,52.00,33.30,8,16,3000
21F6K16-3626,F6,21,6,water,push-through,integrated,400V 3ph,none,std,62,45,60,90,77,135,162,138.6,108.54,72,46.8,29.97,180,150,154.00,120.60,80.00,52.00,33.30,8,16,3000
21F6K16-3627,F6,21,6,oil,push-through,none,400V 3ph,none,std,62,45,60,90,77,135,162,138.6,108.54,72,46.8,29.97,180,150,154.00,120.60,80.00,52.00,33.30,8,16,3000
21F6K16-3629,F6,21,6,water,panel,integrated,400V 3ph,none,std,62,45,60,90,77,135,162,138.6,108.54,72,46.8,29.97,180,150,154.00,120.60,80.00,52.00,33.30,8,16,3000
21F6K16-4611,F6,21,6,air,panel,none,400V 3ph,none,none,62,45,60,90,77,135,162,138.6,108.54,72,46.8,29.97,180,150,154.00,120.60,80.00,52.00,33.30,8,16,3000
21F6K16-4612,F6,21,6,water,panel,none,400V 3ph,none,none,62,45,60,90,77,135,162,138.6,108.54,72,46.8,29.97,180,150,154.00,120.60,80.00,52.00,33.30,8,16,3000
21F6K16-4613,F6,21,6,air,push-through,none,400V 3ph,none,none,62,45,60,90,77,135,162,138.6,108.54,72,46.8,29.97,180,150,154.00,120.60,80.00,52.00,33.30,8,16,3000
21F6K16-4614,F6,21,6,water,push-through,none,400V 3ph,none,none,62,45,60,90,77,135,162,138.6,108.54,72,46.8,29.97,180,150,154.00,120.60,80.00,52.00,33.30,8,16,3000
21F6K16-4621,F6,21,6,air,panel,none,400V 3ph,none,none,62,45,60,90,77,135,162,138.6,108.54,72,46.8,29.97,180,150,154.00,120.60,80.00,52.00,33.30,8,16,3000
21F6K16-4622,F6,21,6,water,panel,none,400V 3ph,none,none,62,45,60,90,77,135,162,138.6,108.54,72,46.8,29.97,180,150,154.00,120.60,80.00,52.00,33.30,8,16,3000
21F6K16-4623,F6,21,6,air,push-through,none,400V 3ph,none,none,62,45,60,90,77,135,162,138.6,108.54,72,46.8,29.97,180,150,154.00,120.60,80.00,52.00,33.30,8,16,3000
21F6K16-4624,F6,21,6,water,push-through,none,400V 3ph,none,none,62,45,60,90,77,135,162,138.6,108.54,72,46.8,29.97,180,150,154.00,120.60,80.00,52.00,33.30,8,16,3000
21F6K16-A611,F6,21,6,air,panel,none,400V 3ph,none,std,62,45,60,90,77,135,162,138.6,108.54,72,46.8,29.97,180,150,154.00,120.60,80.00,52.00,33.30,8,16,3000
21F6K16-A612,F6,21,6,water,panel,none,400V 3ph,none,std,62,45,60,90,77,135,162,138.6,108.54,72,46.8,29.97,180,150,154.00,120.60,80.00,52.00,33.30,8,16,3000
21F6K16-A613,F6,21,6,air,push-through,none,400V 3ph,none,std,62,45,60,90,77,135,162,138.6,108.54,72,46.8,29.97,180,150,154.00,120.60,80.00,52.00,33.30,8,16,3000
21F6K16-A614,F6,21,6,water,push-through,none,400V 3ph,none,std,62,45,60,90,77,135,162,138.6,108.54,72,46.8,29.97,180,150,154.00,120.60,80.00,52.00,33.30,8,16,3000
21F6K16-A616,F6,21,6,water,push-through,integrated,400V 3ph,none,std,62,45,60,90,77,135,162,138.6,108.54,72,46.8,29.97,180,150,154.00,120.60,80.00,52.00,33.30,8,16,3000
21F6K16-A619,F6,21,6,water,panel,integrated,400V 3ph,none,std,62,45,60,90,77,135,162,138.6,108.54,72,46.8,29.97,180,150,154.00,120.60,80.00,52.00,33.30,8,16,3000
21F6K16-A621,F6,21,6,air,panel,none,400V 3ph,none,std,62,45,60,90,77,135,162,138.6,108.54,72,46.8,29.97,180,150,154.00,120.60,80.00,52.00,33.30,8,16,3000
21F6K16-A622,F6,21,6,water,panel,none,400V 3ph,none,std,62,45,60,90,77,135,162,138.6,108.54,72,46.8,29.97,180,150,154.00,120.60,80.00,52.00,33.30,8,16,3000
21F6K16-A623,F6,21,6,air,push-through,none,400V 3ph,none,std,62,45,60,90,77,135,162,138.6,108.54,72,46.8,29.97,180,150,154.00,120.60,80.00,52.00,33.30,8,16,3000
21F6K16-A624,F6,21,6,water,push-through,none,400V 3ph,none,std,62,45,60,90,77,135,162,138.6,108.54,72,46.8,29.97,180,150,154.00,120.60,80.00,52.00,33.30,8,16,3000
21F6K16-A626,F6,21,6,water,push-through,integrated,400V 3ph,none,std,62,45,60,90,77,135,162,138.6,108.54,72,46.8,29.97,180,150,154.00,120.60,80.00,52.00,33.30,8,16,3000
21F6K16-A629,F6,21,6,water,panel,integrated,400V 3ph,none,std,62,45,60,90,77,135,162,138.6,108.54,72,46.8,29.97,180,150,154.00,120.60,80.00,52.00,33.30,8,16,3000
21F6K16-B611,F6,21,6,air,panel,none,400V 3ph,none,none,62,45,60,90,77,135,162,138.6,108.54,72,46.8,29.97,180,150,154.00,120.60,80.00,52.00,33.30,8,16,3000
21F6K16-B612,F6,21,6,water,panel,none,400V 3ph,none,none,62,45,60,90,77,135,162,138.6,108.54,72,46.8,29.97,180,150,154.00,120.60,80.00,52.00,33.30,8,16,3000
21F6K16-B613,F6,21,6,air,push-through,none,400V 3ph,none,none,62,45,60,90,77,135,162,138.6,108.54,72,46.8,29.97,180,150,154.00,120.60,80.00,52.00,33.30,8,16,3000
21F6K16-B614,F6,21,6,water,push-through,none,400V 3ph,none,none,62,45,60,90,77,135,162,138.6,108.54,72,46.8,29.97,180,150,154.00,120.60,80.00,52.00,33.30,8,16,3000
21F6K16-B621,F6,21,6,air,panel,none,400V 3ph,none,none,62,45,60,90,77,135,162,138.6,108.54,72,46.8,29.97,180,150,154.00,120.60,80.00,52.00,33.30,8,16,3000
21F6K16-B622,F6,21,6,water,panel,none,400V 3ph,none,none,62,45,60,90,77,135,162,138.6,108.54,72,46.8,29.97,180,150,154.00,120.60,80.00,52.00,33.30,8,16,3000
21F6K16-B623,F6,21,6,air,push-through,none,400V 3ph,none,none,62,45,60,90,77,135,162,138.6,108.54,72,46.8,29.97,180,150,154.00,120.60,80.00,52.00,33.30,8,16,3000
21F6K16-B624,F6,21,6,water,push-through,none,400V 3ph,none,none,62,45,60,90,77,135,162,138.6,108.54,72,46.8,29.97,180,150,154.00,120.60,80.00,52.00,33.30,8,16,3000
21F6P56-1441,F6,21,6,air,panel,none,230V 3ph,none,std,70,45,60,175,175,262.5,315,304.5,269.5,211.1725,154,112,180,150,174.00,154.00,120.67,88.00,64.00,2,16,3000
21F6P56-1443,F6,21,6,air,push-through,none,230V 3ph,none,std,70,45,60,175,175,262.5,315,304.5,269.5,211.1725,154,112,180,150,174.00,154.00,120.67,88.00,64.00,2,16,3000
21F6P56-1451,F6,21,6,air,panel,none,230V 3ph,none,std,70,45,60,175,175,262.5,315,304.5,269.5,211.1725,154,112,180,150,174.00,154.00,120.67,88.00,64.00,2,16,3000
21F6P56-1453,F6,21,6,air,push-through,none,230V 3ph,none,std,70,45,60,175,175,262.5,315,304.5,269.5,211.1725,154,112,180,150,174.00,154.00,120.67,88.00,64.00,2,16,3000
21F6P56-2441,F6,21,6,air,panel,none,230V 3ph,none,none,70,45,60,175,175,262.5,315,304.5,269.5,211.1725,154,112,180,150,174.00,154.00,120.67,88.00,64.00,2,16,3000
21F6P56-2443,F6,21,6,air,push-through,none,230V 3ph,none,none,70,45,60,175,175,262.5,315,304.5,269.5,211.1725,154,112,180,150,174.00,154.00,120.67,88.00,64.00,2,16,3000
21F6P56-2451,F6,21,6,air,panel,none,230V 3ph,none,none,70,45,60,175,175,262.5,315,304.5,269.5,211.1725,154,112,180,150,174.00,154.00,120.67,88.00,64.00,2,16,3000
21F6P56-2453,F6,21,6,air,push-through,none,230V 3ph,none,none,70,45,60,175,175,262.5,315,304.5,269.5,211.1725,154,112,180,150,174.00,154.00,120.67,88.00,64.00,2,16,3000
21F6P56-3631,F6,21,6,air,panel,none,400V 3ph,none,std,62,45,60,90,77,135,162,138.6,108.54,72,46.8,29.97,180,150,154.00,120.60,80.00,52.00,33.30,8,16,3000
21F6P56-3632,F6,21,6,water,panel,none,400V 3ph,none,std,62,45,60,90,77,135,162,138.6,108.54,72,46.8,29.97,180,150,154.00,120.60,80.00,52.00,33.30,8,16,3000
21F6P56-3633,F6,21,6,air,push-through,none,400V 3ph,none,std,62,45,60,90,77,135,162,138.6,108.54,72,46.8,29.97,180,150,154.00,120.60,80.00,52.00,33.30,8,16,3000
21F6P56-3634,F6,21,6,water,push-through,none,400V 3ph,none,std,62,45,60,90,77,135,162,138.6,108.54,72,46.8,29.97,180,150,154.00,120.60,80.00,52.00,33.30,8,16,3000
21F6P56-3636,F6,21,6,water,push-through,integrated,400V 3ph,none,std,62,45,60,90,77,135,162,138.6,108.54,72,46.8,29.97,180,150,154.00,120.60,80.00,52.00,33.30,8,16,3000
21F6P56-3639,F6,21,6,water,panel,integrated,400V 3ph,none,std,62,45,60,90,77,135,162,138.6,108.54,72,46.8,29.97,180,150,154.00,120.60,80.00,52.00,33.30,8,16,3000
21F6P56-3641,F6,21,6,air,panel,none,400V 3ph,none,std,62,45,60,90,77,135,162,138.6,108.54,72,46.8,29.97,180,150,154.00,120.60,80.00,52.00,33.30,8,16,3000
21F6P56-3642,F6,21,6,water,panel,none,400V 3ph,none,std,62,45,60,90,77,135,162,138.6,108.54,72,46.8,29.97,180,150,154.00,120.60,80.00,52.00,33.30,8,16,3000
21F6P56-3643,F6,21,6,air,push-through,none,400V 3ph,none,std,62,45,60,90,77,135,162,138.6,108.54,72,46.8,29.97,180,150,154.00,120.60,80.00,52.00,33.30,8,16,3000
21F6P56-3644,F6,21,6,water,push-through,none,400V 3ph,none,std,62,45,60,90,77,135,162,138.6,108.54,72,46.8,29.97,180,150,154.00,120.60,80.00,52.00,33.30,8,16,3000
21F6P56-3646,F6,21,6,water,push-through,integrated,400V 3ph,none,std,62,45,60,90,77,135,162,138.6,108.54,72,46.8,29.97,180,150,154.00,120.60,80.00,52.00,33.30,8,16,3000
21F6P56-3649,F6,21,6,water,panel,integrated,400V 3ph,none,std,62,45,60,90,77,135,162,138.6,108.54,72,46.8,29.97,180,150,154.00,120.60,80.00,52.00,33.30,8,16,3000
21F6P56-3651,F6,21,6,air,panel,none,400V 3ph,none,std,62,45,60,90,77,135,162,138.6,108.54,72,46.8,29.97,180,150,154.00,120.60,80.00,52.00,33.30,8,16,3000
21F6P56-3652,F6,21,6,water,panel,none,400V 3ph,none,std,62,45,60,90,77,135,162,138.6,108.54,72,46.8,29.97,180,150,154.00,120.60,80.00,52.00,33.30,8,16,3000
21F6P56-3653,F6,21,6,air,push-through,none,400V 3ph,none,std,62,45,60,90,77,135,162,138.6,108.54,72,46.8,29.97,180,150,154.00,120.60,80.00,52.00,33.30,8,16,3000
21F6P56-3654,F6,21,6,water,push-through,none,400V 3ph,none,std,62,45,60,90,77,135,162,138.6,108.54,72,46.8,29.97,180,150,154.00,120.60,80.00,52.00,33.30,8,16,3000
21F6P56-3656,F6,21,6,water,push-through,integrated,400V 3ph,none,std,62,45,60,90,77,135,162,138.6,108.54,72,46.8,29.97,180,150,154.00,120.60,80.00,52.00,33.30,8,16,3000
21F6P56-3659,F6,21,6,water,panel,integrated,400V 3ph,none,std,62,45,60,90,77,135,162,138.6,108.54,72,46.8,29.97,180,150,154.00,120.60,80.00,52.00,33.30,8,16,3000
21F6P56-3D31,F6,21,6,air,panel,none,400V 3ph,none,std,62,45,60,90,72,144,216,138.6,108.54,72,46.8,29.97,240,160,154.00,120.60,80.00,52.00,33.30,8,16,3000
21F6P56-4631,F6,21,6,air,panel,none,400V 3ph,none,none,62,45,60,90,77,135,162,138.6,108.54,72,46.8,29.97,180,150,154.00,120.60,80.00,52.00,33.30,8,16,3000
