Part Number,Type,Size,Housing,Cooling,Mounting,SubResistors,Voltage,EMI,GTR7,Power_KVA,Power_KW,Power_HP,Irated_IEC_Amps,Irated_UL_Amps,I_OL_Amps,I_OC_Amps,OL2_2kHz_A,OL2_4kHz_A,OL2_8kHz_A,OL2_12kHz_A,OL2_16kHz_A,I_OC_%,I_OL_%,OL2_2kHz_%,OL2_4kHz_%,OL2_8kHz_%,OL2_12kHz_%,OL2_16kHz_%,Rated_kHz,Max_kHz,BaseBlockTime_ms
20F6P54-3541,F6,20,4,air,panel,none,400V 3ph,none,std,52,37,50,75,65,112.5,135,88.275,67.5,44.1,31.65,23.325,180,150,117.70,90.00,58.80,42.20,31.10,4,16,1000
20F6P54-3542,F6,20,4,water,panel,none,400V 3ph,none,std,52,37,50,75,65,112.5,135,88.275,67.5,44.1,31.65,23.325,180,150,117.70,90.00,58.80,42.20,31.10,4,16,1000
20F6P54-3543,F6,20,4,air,push-through,none,400V 3ph,none,std,52,37,50,75,65,112.5,135,88.275,67.5,44.1,31.65,23.325,180,150,117.70,90.00,58.80,42.20,31.10,4,16,1000
20F6P54-3544,F6,20,4,water,push-through,none,400V 3ph,none,std,52,37,50,75,65,112.5,135,88.275,67.5,44.1,31.65,23.325,180,150,117.70,90.00,58.80,42.20,31.10,4,16,1000
20F6P54-3546,F6,20,4,water,push-through,integrated,400V 3ph,none,std,52,37,50,75,65,112.5,135,88.275,67.5,44.1,31.65,23.325,180,150,117.70,90.00,58.80,42.20,31.10,4,16,1000
20F6P54-3549,F6,20,4,water,panel,integrated,400V 3ph,none,std,52,37,50,75,65,112.5,135,88.275,67.5,44.1,31.65,23.325,180,150,117.70,90.00,58.80,42.20,31.10,4,16,1000
20F6P54-3551,F6,20,4,air,panel,none,400V 3ph,none,std,52,37,50,75,65,112.5,135,88.275,67.5,44.1,31.65,23.325,180,150,117.70,90.00,58.80,42.20,31.10,4,16,1000
20F6P54-3552,F6,20,4,water,panel,none,400V 3ph,none,std,52,37,50,75,65,112.5,135,88.275,67.5,44.1,31.65,23.325,180,150,117.70,90.00,58.80,42.20,31.10,4,16,1000
20F6P54-3553,F6,20,4,air,push-through,none,400V 3ph,none,std,52,37,50,75,65,112.5,135,88.275,67.5,44.1,31.65,23.325,180,150,117.70,90.00,58.80,42.20,31.10,4,16,1000
20F6P54-3554,F6,20,4,water,push-through,none,400V 3ph,none,std,52,37,50,75,65,112.5,135,88.275,67.5,44.1,31.65,23.325,180,150,117.70,90.00,58.80,42.20,31.10,4,16,1000
20F6P54-3556,F6,20,4,water,push-through,integrated,400V 3ph,none,std,52,37,50,75,65,112.5,135,88.275,67.5,44.1,31.65,23.325,180,150,117.70,90.00,58.80,42.20,31.10,4,16,1000
20F6P54-3559,F6,20,4,water,panel,integrated,400V 3ph,none,std,52,37,50,75,65,112.5,135,88.275,67.5,44.1,31.65,23.325,180,150,117.70,90.00,58.80,42.20,31.10,4,16,1000
21F6A14-3411,F6,21,4,air,panel,none,400V 3ph,none,std,62,45,60,90,77,135,162,105.93,81,52.92,37.98,27.99,180,150,117.70,90.00,58.80,42.20,31.10,2,16,1000
21F6A14-3412,F6,21,4,water,panel,none,400V 3ph,none,std,62,45,60,90,77,135,162,105.93,81,52.92,37.98,27.99,180,150,117.70,90.00,58.80,42.20,31.10,2,16,1000
21F6A14-3413,F6,21,4,air,push-through,none,400V 3ph,none,std,62,45,60,90,77,135,162,105.93,81,52.92,37.98,27.99,180,150,117.70,90.00,58.80,42.20,31.10,2,16,1000
21F6A14-3414,F6,21,4,water,push-through,none,400V 3ph,none,std,62,45,60,90,77,135,162,105.93,81,52.92,37.98,27.99,180,150,117.70,90.00,58.80,42.20,31.10,2,16,1000
21F6A14-3416,F6,21,4,water,push-through,integrated,400V 3ph,none,std,62,45,60,90,77,135,162,105.93,81,52.92,37.98,27.99,180,150,117.70,90.00,58.80,42.20,31.10,2,16,1000
21F6A14-3419,F6,21,4,water,panel,integrated,400V 3ph,none,std,62,45,60,90,77,135,162,105.93,81,52.92,37.98,27.99,180,150,117.70,90.00,58.80,42.20,31.10,2,16,1000
21F6A34-3411,F6,21,4,air,panel,none,400V 3ph,none,std,62,45,60,90,77,135,162,105.93,81,52.92,37.98,27.99,180,150,117.70,90.00,58.80,42.20,31.10,2,16,1000
21F6A34-3412,F6,21,4,water,panel,none,400V 3ph,none,std,62,45,60,90,77,135,162,105.93,81,52.92,37.98,27.99,180,150,117.70,90.00,58.80,42.20,31.10,2,16,1000
21F6A34-3413,F6,21,4,air,push-through,none,400V 3ph,none,std,62,45,60,90,77,135,162,105.93,81,52.92,37.98,27.99,180,150,117.70,90.00,58.80,42.20,31.10,2,16,1000
21F6A34-3414,F6,21,4,water,push-through,none,400V 3ph,none,std,62,45,60,90,77,135,162,105.93,81,52.92,37.98,27.99,180,150,117.70,90.00,58.80,42.20,31.10,2,16,1000
21F6A34-3416,F6,21,4,water,push-through,integrated,400V 3ph,none,std,62,45,60,90,77,135,162,105.93,81,52.92,37.98,27.99,180,150,117.70,90.00,58.80,42.20,31.10,2,16,1000
21F6A34-3419,F6,21,4,water,panel,integrated,400V 3ph,none,std,62,45,60,90,77,135,162,105.93,81,52.92,37.98,27.99,180,150,117.70,90.00,58.80,42.20,31.10,2,16,1000
21F6A34-34B1,F6,21,4,air,panel,none,400V 3ph,none,std,62,45,60,90,77,135,162,105.93,81,52.92,37.98,27.99,180,150,117.70,90.00,58.80,42.20,31.10,2,16,1000
21F6K14-3411,F6,21,4,air,panel,none,400V 3ph,none,std,62,45,60,90,77,135,162,105.93,81,52.92,37.98,27.99,180,150,117.70,90.00,58.80,42.20,31.10,2,16,1000
21F6K14-3412,F6,21,4,water,panel,none,400V 3ph,none,std,62,45,60,90,77,135,162,105.93,81,52.92,37.98,27.99,180,150,117.70,90.00,58.80,42.20,31.10,2,16,1000
21F6K14-3413,F6,21,4,air,push-through,none,400V 3ph,none,std,62,45,60,90,77,135,162,105.93,81,52.92,37.98,27.99,180,150,117.70,90.00,58.80,42.20,31.10,2,16,1000
21F6K14-3414,F6,21,4,water,push-through,none,400V 3ph,none,std,62,45,60,90,77,135,162,105.93,81,52.92,37.98,27.99,180,150,117.70,90.00,58.80,42.20,31.10,2,16,1000
21F6K14-3416,F6,21,4,water,push-through,integrated,400V 3ph,none,std,62,45,60,90,77,135,162,105.93,81,52.92,37.98,27.99,180,150,117.70,90.00,58.80,42.20,31.10,2,16,1000
21F6K14-3419,F6,21,4,water,panel,integrated,400V 3ph,none,std,62,45,60,90,77,135,162,105.93,81,52.92,37.98,27.99,180,150,117.70,90.00,58.80,42.20,31.10,2,16,1000
21F6K14-3421,F6,21,4,air,panel,none,400V 3ph,none,std,62,45,60,90,77,135,162,105.93,81,52.92,37.98,27.99,180,150,117.70,90.00,58.80,42.20,31.10,2,16,1000
21F6K14-3422,F6,21,4,water,panel,none,400V 3ph,none,std,62,45,60,90,77,135,162,105.93,81,52.92,37.98,27.99,180,150,117.70,90.00,58.80,42.20,31.10,2,16,1000
21F6K14-3423,F6,21,4,air,push-through,none,400V 3ph,none,std,62,45,60,90,77,135,162,105.93,81,52.92,37.98,27.99,180,150,117.70,90.00,58.80,42.20,31.10,2,16,1000
21F6K14-3424,F6,21,4,water,push-through,none,400V 3ph,none,std,62,45,60,90,77,135,162,105.93,81,52.92,37.98,27.99,180,150,117.70,90.00,58.80,42.20,31.10,2,16,1000
21F6K14-3426,F6,21,4,water,push-through,integrated,400V 3ph,none,std,62,45,60,90,77,135,162,105.93,81,52.92,37.98,27.99,180,150,117.70,90.00,58.80,42.20,31.10,2,16,1000
21F6K14-3429,F6,21,4,water,panel,integrated,400V 3ph,none,std,62,45,60,90,77,135,162,105.93,81,52.92,37.98,27.99,180,150,117.70,90.00,58.80,42.20,31.10,2,16,1000
21F6P54-3431,F6,21,4,air,panel,none,400V 3ph,none,std,62,45,60,90,77,135,162,105.93,81,52.92,37.98,27.99,180,150,117.70,90.00,58.80,42.20,31.10,2,16,1000
21F6P54-3432,F6,21,4,water,panel,none,400V 3ph,none,std,62,45,60,90,77,135,162,105.93,81,52.92,37.98,27.99,180,150,117.70,90.00,58.80,42.20,31.10,2,16,1000
21F6P54-3433,F6,21,4,air,push-through,none,400V 3ph,none,std,62,45,60,90,77,135,162,105.93,81,52.92,37.98,27.99,180,150,117.70,90.00,58.80,42.20,31.10,2,16,1000
21F6P54-3434,F6,21,4,water,push-through,none,400V 3ph,none,std,62,45,60,90,77,135,162,105.93,81,52.92,37.98,27.99,180,150,117.70,90.00,58.80,42.20,31.10,2,16,1000
21F6P54-3436,F6,21,4,water,push-through,integrated,400V 3ph,none,std,62,45,60,90,77,135,162,105.93,81,52.92,37.98,27.99,180,150,117.70,90.00,58.80,42.20,31.10,2,16,1000
21F6P54-3439,F6,21,4,water,panel,integrated,400V 3ph,none,std,62,45,60,90,77,135,162,105.93,81,52.92,37.98,27.99,180,150,117.70,90.00,58.80,42.20,31.10,2,16,1000
21F6P54-3441,F6,21,4,air,panel,none,400V 3ph,none,std,62,45,60,90,77,135,162,105.93,81,52.92,37.98,27.99,180,150,117.70,90.00,58.80,42.20,31.10,2,16,1000
21F6P54-3442,F6,21,4,water,panel,none,400V 3ph,none,std,62,45,60,90,77,135,162,105.93,81,52.92,37.98,27.99,180,150,117.70,90.00,58.80,42.20,31.10,2,16,1000
21F6P54-3443,F6,21,4,air,push-through,none,400V 3ph,none,std,62,45,60,90,77,135,162,105.93,81,52.92,37.98,27.99,180,150,117.70,90.00,58.80,42.20,31.10,2,16,1000
21F6P54-3444,F6,21,4,water,push-through,none,400V 3ph,none,std,62,45,60,90,77,135,162,105.93,81,52.92,37.98,27.99,180,150,117.70,90.00,58.80,42.20,31.10,2,16,1000
21F6P54-3446,F6,21,4,water,push-through,integrated,400V 3ph,none,std,62,45,60,90,77,135,162,105.93,81,52.92,37.98,27.99,180,150,117.70,90.00,58.80,42.20,31.10,2,16,1000
21F6P54-3449,F6,21,4,water,panel,integrated,400V 3ph,none,std,62,45,60,90,77,135,162,105.93,81,52.92,37.98,27.99,180,150,117.70,90.00,58.80,42.20,31.10,2,16,1000
21F6P54-3451,F6,21,4,air,panel,none,400V 3ph,none,std,62,45,60,90,77,135,162,105.93,81,52.92,37.98,27.99,180,150,117.70,90.00,58.80,42.20,31.10,2,16,1000
21F6P54-3452,F6,21,4,water,panel,none,400V 3ph,none,std,62,45,60,90,77,135,162,105.93,81,52.92,37.98,27.99,180,150,117.70,90.00,58.80,42.20,31.10,2,16,1000
21F6P54-3453,F6,21,4,air,push-through,none,400V 3ph,none,std,62,45,60,90,77,135,162,105.93,81,52.92,37.98,27.99,180,150,117.70,90.00,58.80,42.20,31.10,2,16,1000
21F6P54-3454,F6,21,4,water,push-through,none,400V 3ph,none,std,62,45,60,90,77,135,162,105.93,81,52.92,37.98,27.99,180,150,117.70,90.00,58.80,42.20,31.10,2,16,1000
21F6P54-3456,F6,21,4,water,push-through,integrated,400V 3ph,none,std,62,45,60,90,77,135,162,105.93,81,52.92,37.98,27.99,180,150,117.70,90.00,58.80,42.20,31.10,2,16,1000
21F6P54-3459,F6,21,4,water,panel,integrated,400V 3ph,none,std,62,45,60,90,77,135,162,105.93,81,52.92,37.98,27.99,180,150,117.70,90.00,58.80,42.20,31.10,2,16,1000
22F6A14-3411,F6,22,4,air,panel,none,400V 3ph,none,std,76,55,75,110,96,165,198,117.59,87.01,54.45,36.3,25.74,180,150,106.90,79.10,49.50,33.00,23.40,2,16,1000
22F6A14-3412,F6,22,4,water,panel,none,400V 3ph,none,std,76,55,75,110,96,165,198,117.59,87.01,54.45,36.3,25.74,180,150,106.90,79.10,49.50,33.00,23.40,2,16,1000
22F6A14-3413,F6,22,4,air,push-through,none,400V 3ph,none,std,76,55,75,110,96,165,198,117.59,87.01,54.45,36.3,25.74,180,150,106.90,79.10,49.50,33.00,23.40,2,16,1000
22F6A14-3414,F6,22,4,water,push-through,none,400V 3ph,none,std,76,55,75,110,96,165,198,117.59,87.01,54.45,36.3,25.74,180,150,106.90,79.10,49.50,33.00,23.40,2,16,1000
22F6A14-3416,F6,22,4,water,push-through,integrated,400V 3ph,none,std,76,55,75,110,96,165,198,117.59,87.01,54.45,36.3,25.74,180,150,106.90,79.10,49.50,33.00,23.40,2,16,1000
22F6A14-3419,F6,22,4,water,panel,integrated,400V 3ph,none,std,76,55,75,110,96,165,198,117.59,87.01,54.45,36.3,25.74,180,150,106.90,79.10,49.50,33.00,23.40,2,16,1000
22F6A34-3411,F6,22,4,air,panel,none,400V 3ph,none,std,76,55,75,110,96,165,198,117.59,87.01,54.45,36.3,25.74,180,150,106.90,79.10,49.50,33.00,23.40,2,16,1000
22F6A34-3412,F6,22,4,water,panel,none,400V 3ph,none,std,76,55,75,110,96,165,198,117.59,87.01,54.45,36.3,25.74,180,150,106.90,79.10,49.50,33.00,23.40,2,16,1000
22F6A34-3413,F6,22,4,air,push-through,none,400V 3ph,none,std,76,55,75,110,96,165,198,117.59,87.01,54.45,36.3,25.74,180,150,106.90,79.10,49.50,33.00,23.40,2,16,1000
22F6A34-3414,F6,22,4,water,push-through,none,400V 3ph,none,std,76,55,75,110,96,165,198,117.59,87.01,54.45,36.3,25.74,180,150,106.90,79.10,49.50,33.00,23.40,2,16,1000
22F6A34-3416,F6,22,4,water,push-through,integrated,400V 3ph,none,std,76,55,75,110,96,165,198,117.59,87.01,54.45,36.3,25.74,180,150,106.90,79.10,49.50,33.00,23.40,2,16,1000
22F6A34-3419,F6,22,4,water,panel,integrated,400V 3ph,none,std,76,55,75,110,96,165,198,117.59,87.01,54.45,36.3,25.74,180,150,106.90,79.10,49.50,33.00,23.40,2,16,1000
22F6A34-34B1,F6,22,4,air,panel,none,400V 3ph,none,std,76,55,75,110,96,165,198,117.59,87.01,54.45,36.3,25.74,180,150,106.90,79.10,49.50,33.00,23.40,2,16,1000
22F6K14-3411,F6,22,4,air,panel,none,400V 3ph,none,std,76,55,75,110,96,165,198,117.59,87.01,54.45,36.3,25.74,180,150,106.90,79.10,49.50,33.00,23.40,2,16,1000
22F6K14-3412,F6,22,4,water,panel,none,400V 3ph,none,std,76,55,75,110,96,165,198,117.59,87.01,54.45,36.3,25.74,180,150,106.90,79.10,49.50,33.00,23.40,2,16,1000
22F6K14-3413,F6,22,4,air,push-through,none,400V 3ph,none,std,76,55,75,110,96,165,198,117.59,87.01,54.45,36.3,25.74,180,150,106.90,79.10,49.50,33.00,23.40,2,16,1000
22F6K14-3414,F6,22,4,water,push-through,none,400V 3ph,none,std,76,55,75,110,96,165,198,117.59,87.01,54.45,36.3,25.74,180,150,106.90,79.10,49.50,33.00,23.40,2,16,1000
22F6K14-3416,F6,22,4,water,push-through,integrated,400V 3ph,none,std,76,55,75,110,96,165,198,117.59,87.01,54.45,36.3,25.74,180,150,106.90,79.10,49.50,33.00,23.40,2,16,1000
22F6K14-3419,F6,22,4,water,panel,integrated,400V 3ph,none,std,76,55,75,110,96,165,198,117.59,87.01,54.45,36.3,25.74,180,150,106.90,79.10,49.50,33.00,23.40,2,16,1000
22F6K14-3421,F6,22,4,air,panel,none,400V 3ph,none,std,76,55,75,110,96,165,198,117.59,87.01,54.45,36.3,25.74,180,150,106.90,79.10,49.50,33.00,23.40,2,16,1000
22F6K14-3422,F6,22,4,water,panel,none,400V 3ph,none,std,76,55,75,110,96,165,198,117.59,87.01,54.45,36.3,25.74,180,150,106.90,79.10,49.50,33.00,23.40,2,16,1000
22F6K14-3423,F6,22,4,air,push-through,none,400V 3ph,none,std,76,55,75,110,96,165,198,117.59,87.01,54.45,36.3,25.74,180,150,106.90,79.10,49.50,33.00,23.40,2,16,1000
22F6K14-3424,F6,22,4,water,push-through,none,400V 3ph,none,std,76,55,75,110,96,165,198,117.59,87.01,54.45,36.3,25.74,180,150,106.90,79.10,49.50,33.00,23.40,2,16,1000
22F6K14-3426,F6,22,4,water,push-through,integrated,400V 3ph,none,std,76,55,75,110,96,165,198,117.59,87.01,54.45,36.3,25.74,180,150,106.90,79.10,49.50,33.00,23.40,2,16,1000
22F6K14-3429,F6,22,4,water,panel,integrated,400V 3ph,none,std,76,55,75,110,96,165,198,117.59,87.01,54.45,36.3,25.74,180,150,106.90,79.10,49.50,33.00,23.40,2,16,1000
22F6P54-3411,F6,22,4,air,panel,none,400V 3ph,none,std,76,55,75,110,96,165,198,117.59,87.01,54.45,36.3,25.74,180,150,106.90,79.10,49.50,33.00,23.40,2,16,1000
22F6P54-3431,F6,22,4,air,panel,none,400V 3ph,none,std,76,55,75,110,96,165,198,117.59,87.01,54.45,36.3,25.74,180,150,106.90,79.10,49.50,33.00,23.40,2,16,1000
22F6P54-3432,F6,22,4,water,panel,none,400V 3ph,none,std,76,55,75,110,96,165,198,117.59,87.01,54.45,36.3,25.74,180,150,106.90,79.10,49.50,33.00,23.40,2,16,1000
22F6P54-3433,F6,22,4,air,push-through,none,400V 3ph,none,std,76,55,75,110,96,165,198,117.59,87.01,54.45,36.3,25.74,180,150,106.90,79.10,49.50,33.00,23.40,2,16,1000
22F6P54-3434,F6,22,4,water,push-through,none,400V 3ph,none,std,76,55,75,110,96,165,198,117.59,87.01,54.45,36.3,25.74,180,150,106.90,79.10,49.50,33.00,23.40,2,16,1000
22F6P54-3436,F6,22,4,water,push-through,integrated,400V 3ph,none,std,76,55,75,110,96,165,198,117.59,87.01,54.45,36.3,25.74,180,150,106.90,79.10,49.50,33.00,23.40,2,16,1000
22F6P54-3439,F6,22,4,water,panel,integrated,400V 3ph,none,std,76,55,75,110,96,165,198,117.59,87.01,54.45,36.3,25.74,180,150,106.90,79.10,49.50,33.00,23.40,2,16,1000
22F6P54-3441,F6,22,4,air,panel,none,400V 3ph,none,std,76,55,75,110,96,165,198,117.59,87.01,54.45,36.3,25.74,180,150,106.90,79.10,49.50,33.00,23.40,2,16,1000
22F6P54-3442,F6,22,4,water,panel,none,400V 3ph,none,std,76,55,75,110,96,165,198,117.59,87.01,54.45,36.3,25.74,180,150,106.90,79.10,49.50,33.00,23.40,2,16,1000
22F6P54-3443,F6,22,4,air,push-through,none,400V 3ph,none,std,76,55,75,110,96,165,198,117.59,87.01,54.45,36.3,25.74,180,150,106.90,79.10,49.50,33.00,23.40,2,16,1000
22F6P54-3444,F6,22,4,water,push-through,none,400V 3ph,none,std,76,55,75,110,96,165,198,117.59,87.01,54.45,36.3,25.74,180,150,106.90,79.10,49.50,33.00,23.40,2,16,1000
22F6P54-3446,F6,22,4,water,push-through,integrated,400V 3ph,none,std,76,55,75,110,96,165,198,117.59,87.01,54.45,36.3,25.74,180,150,106.90,79.10,49.50,33.00,23.40,2,16,1000
22F6P54-3449,F6,22,4,water,panel,integrated,400V 3ph,none,std,76,55,75,110,96,165,198,117.59,87.01,54.45,36.3,25.74,180,150,106.90,79.10,49.50,33.00,23.40,2,16,1000
22F6P54-3451,F6,22,4,air,panel,none,400V 3ph,none,std,76,55,75,110,96,165,198,117.59,87.01,54.45,36.3,25.74,180,150,106.90,79.10,49.50,33.00,23.40,2,16,1000
22F6P54-3452,F6,22,4,water,panel,none,400V 3ph,none,std,76,55,75,110,96,165,198,117.59,87.01,54.45,36.3,25.74,180,150,106.90,79.10,49.50,33.00,23.40,2,16,1000
22F6P54-3453,F6,22,4,air,push-through,none,400V 3ph,none,std,76,55,75,110,96,165,198,117.59,87.01,54.45,36.3,25.74,180,150,106.90,79.10,49.50,33.00,23.40,2,16,1000
22F6P54-3454,F6,22,4,water,push-through,none,400V 3ph,none,std,76,55,75,110,96,165,198,117.59,87.01,54.45,36.3,25.74,180,150,106.90,79.10,49.50,33.00,23.40,2,16,1000
22F6P54-3456,F6,22,4,water,push-through,integrated,400V 3ph,none,std,76,55,75,110,96,165,198,117.59,87.01,54.45,36.3,25.74,180,150,106.90,79.10,49.50,33.00,23.40,2,16,1000
22F6P54-3459,F6,22,4,water,panel,integrated,400V 3ph,none,std,76,55,75,110,96,165,198,117.59,87.01,54.45,36.3,25.74,180,150,106.90,79.10,49.50,33.00,23.40,2,16,1000
CLF6164-2000,F6,16,4,air,panel,none,230V 3ph,none,std,25,15,20,62,62,124,161.2,86.8,73.7118,57.1764,45.4646,37.8882,260,200,140.00,118.89,92.22,73.33,61.11,8,16,1000
CLF6184-4000,F6,18,4,air,panel,none,400V 3ph,none,std,35,22,30,50,40,80,120,58.85,45,29.4,21.1,15.55,240,160,117.70,90.00,58.80,42.20,31.10,4,16,1000
CLF6194-4000,F6,19,4,air,panel,none,400V 3ph,none,std,42,30,40,60,54,120,162,64.14,47.46,29.7,19.8,14.04,270,200,106.90,79.10,49.50,33.00,23.40,4,16,1000
18F6P56-1D31,F6,18,6,air,panel,none,230V 3ph,none,std,36,22,30,90,90,180,270,111.6,101.97,83.97,72,55.17,300,200,124.00,113.30,93.30,80.00,61.30,8,16,3000
19F6A16-1611,F6,19,6,air,panel,none,230V 3ph,none,std,46,30,40,115,115,172.5,207,142.6,130.295,107.295,92,70.495,180,150,124.00,113.30,93.30,80.00,61.30,8,16,3000
19F6A16-1613,F6,19,6,air,push-through,none,230V 3ph,none,std,46,30,40,115,115,172.5,207,142.6,130.295,107.295,92,70.495,180,150,124.00,113.30,93.30,80.00,61.30,8,16,3000
19F6A16-2611,F6,19,6,air,panel,none,230V 3ph,none,none,46,30,40,115,115,172.5,207,142.6,130.295,107.295,92,70.495,180,150,124.00,113.30,93.30,80.00,61.30,8,16,3000
19F6A16-2613,F6,19,6,air,push-through,none,230V 3ph,none,none,46,30,40,115,115,172.5,207,142.6,130.295,107.295,92,70.495,180,150,124.00,113.30,93.30,80.00,61.30,8,16,3000
19F6A36-1611,F6,19,6,air,panel,none,230V 3ph,none,std,46,30,40,115,115,172.5,207,142.6,130.295,107.295,92,70.495,180,150,124.00,113.30,93.30,80.00,61.30,8,16,3000
19F6A36-1613,F6,19,6,air,push-through,none,230V 3ph,none,std,46,30,40,115,115,172.5,207,142.6,130.295,107.295,92,70.495,180,150,124.00,113.30,93.30,80.00,61.30,8,16,3000
19F6A36-2611,F6,19,6,air,panel,none,230V 3ph,none,none,46,30,40,115,115,172.5,207,142.6,130.295,107.295,92,70.495,180,150,124.00,113.30,93.30,80.00,61.30,8,16,3000
19F6A36-2613,F6,19,6,air,push-through,none,230V 3ph,none,none,46,30,40,115,115,172.5,207,142.6,130.295,107.295,92,70.495,180,150,124.00,113.30,93.30,80.00,61.30,8,16,3000
19F6K16-1611,F6,19,6,air,panel,none,230V 3ph,none,std,46,30,40,115,115,172.5,207,142.6,130.295,107.295,92,70.495,180,150,124.00,113.30,93.30,80.00,61.30,8,16,3000
19F6K16-1613,F6,19,6,air,push-through,none,230V 3ph,none,std,46,30,40,115,115,172.5,207,142.6,130.295,107.295,92,70.495,180,150,124.00,113.30,93.30,80.00,61.30,8,16,3000
19F6K16-1621,F6,19,6,air,panel,none,230V 3ph,none,std,46,30,40,115,115,172.5,207,142.6,130.295,107.295,92,70.495,180,150,124.00,113.30,93.30,80.00,61.30,8,16,3000
19F6K16-1623,F6,19,6,air,push-through,none,230V 3ph,none,std,46,30,40,115,115,172.5,207,142.6,130.295,107.295,92,70.495,180,150,124.00,113.30,93.30,80.00,61.30,8,16,3000
19F6K16-2611,F6,19,6,air,panel,none,230V 3ph,none,none,46,30,40,115,115,172.5,207,142.6,130.295,107.295,92,70.495,180,150,124.00,113.30,93.30,80.00,61.30,8,16,3000
19F6K16-2613,F6,19,6,air,push-through,none,230V 3ph,none,none,46,30,40,115,115,172.5,207,142.6,130.295,107.295,92,70.495,180,150,124.00,113.30,93.30,80.00,61.30,8,16,3000
19F6K16-2621,F6,19,6,air,panel,none,230V 3ph,none,none,46,30,40,115,115,172.5,207,142.6,130.295,107.295,92,70.495,180,150,124.00,113.30,93.30,80.00,61.30,8,16,3000
19F6K16-2623,F6,19,6,air,push-through,none,230V 3ph,none,none,46,30,40,115,115,172.5,207,142.6,130.295,107.295,92,70.495,180,150,124.00,113.30,93.30,80.00,61.30,8,16,3000
19F6P56-1641,F6,19,6,air,panel,none,230V 3ph,none,std,46,30,40,115,115,172.5,207,142.6,130.295,107.295,92,70.495,180,150,124.00,113.30,93.30,80.00,61.30,8,16,3000
19F6P56-1643,F6,19,6,air,push-through,none,230V 3ph,none,std,46,30,40,115,115,172.5,207,142.6,130.295,107.295,92,70.495,180,150,124.00,113.30,93.30,80.00,61.30,8,16,3000
19F6P56-1651,F6,19,6,air,panel,none,230V 3ph,none,std,46,30,40,115,115,172.5,207,142.6,130.295,107.295,92,70.495,180,150,124.00,113.30,93.30,80.00,61.30,8,16,3000
19F6P56-1653,F6,19,6,air,push-through,none,230V 3ph,none,std,46,30,40,115,115,172.5,207,142.6,130.295,107.295,92,70.495,180,150,124.00,113.30,93.30,80.00,61.30,8,16,3000
19F6P56-1D31,F6,19,6,air,panel,none,230V 3ph,none,std,46,30,40,115,115,230,316.25,276,232.415,167.21,124.545,96.485,275,200,240.00,202.10,145.40,108.30,83.90,8,16,3000
19F6P56-2641,F6,19,6,air,panel,none,230V 3ph,none,none,46,30,40,115,115,172.5,207,142.6,130.295,107.295,92,70.495,180,150,124.00,113.30,93.30,80.00,61.30,8,16,3000
19F6P56-2643,F6,19,6,air,push-through,none,230V 3ph,none,none,46,30,40,115,115,172.5,207,142.6,130.295,107.295,92,70.495,180,150,124.00,113.30,93.30,80.00,61.30,8,16,3000
19F6P56-2651,F6,19,6,air,panel,none,230V 3ph,none,none,46,30,40,115,115,172.5,207,142.6,130.295,107.295,92,70.495,180,150,124.00,113.30,93.30,80.00,61.30,8,16,3000
19F6P56-2653,F6,19,6,air,push-through,none,230V 3ph,none,none,46,30,40,115,115,172.5,207,142.6,130.295,107.295,92,70.495,180,150,124.00,113.30,93.30,80.00,61.30,8,16,3000
20F6A16-1511,F6,20,6,air,panel,none,230V 3ph,none,std,58,37,50,145,145,217.5,261,179.8,164.285,135.285,116,88.885,180,150,124.00,113.30,93.30,80.00,61.30,4,16,3000
20F6A16-1513,F6,20,6,air,push-through,none,230V 3ph,none,std,58,37,50,145,145,217.5,261,179.8,164.285,135.285,116,88.885,180,150,124.00,113.30,93.30,80.00,61.30,4,16,3000
20F6A16-2511,F6,20,6,air,panel,none,230V 3ph,none,none,58,37,50,145,145,217.5,261,179.8,164.285,135.285,116,88.885,180,150,124.00,113.30,93.30,80.00,61.30,4,16,3000
20F6A16-2513,F6,20,6,air,push-through,none,230V 3ph,none,none,58,37,50,145,145,217.5,261,179.8,164.285,135.285,116,88.885,180,150,124.00,113.30,93.30,80.00,61.30,4,16,3000
20F6A36-1511,F6,20,6,air,panel,none,230V 3ph,none,std,58,37,50,145,145,217.5,261,179.8,164.285,135.285,116,88.885,180,150,124.00,113.30,93.30,80.00,61.30,4,16,3000
20F6A36-1513,F6,20,6,air,push-through,none,230V 3ph,none,std,58,37,50,145,145,217.5,261,179.8,164.285,135.285,116,88.885,180,150,124.00,113.30,93.30,80.00,61.30,4,16,3000
20F6A36-2511,F6,20,6,air,panel,none,230V 3ph,none,none,58,37,50,145,145,217.5,261,179.8,164.285,135.285,116,88.885,180,150,124.00,113.30,93.30,80.00,61.30,4,16,3000
20F6A36-2513,F6,20,6,air,push-through,none,230V 3ph,none,none,58,37,50,145,145,217.5,261,179.8,164.285,135.285,116,88.885,180,150,124.00,113.30,93.30,80.00,61.30,4,16,3000
20F6K16-1511,F6,20,6,air,panel,none,230V 3ph,none,std,58,37,50,145,145,217.5,261,179.8,164.285,135.285,116,88.885,180,150,124.00,113.30,93.30,80.00,61.30,4,16,3000
20F6K16-1513,F6,20,6,air,push-through,none,230V 3ph,none,std,58,37,50,145,145,217.5,261,179.8,164.285,135.285,116,88.885,180,150,124.00,113.30,93.30,80.00,61.30,4,16,3000
